passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",78,Ademola,,Lookman,2975,1998-07-18,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",406682,right,A. Lookman,null,Ademola Lookman,Ademola Lookman,Ademola Lookman,ng NGA,"FW,MF",Everton,19.0,1997.0,1.8,38.0,47.0,80.9,514.0,127.0,19.0,23.0,82.6,13.0,14.0,92.9,2.0,3.0,66.7,0,0.5,0.0,-0.5,2.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,Matches,47.0,47.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,0,0,0.0,5,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,2.0,33.3
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",78,Ademola,,Lookman,2975,1998-07-18,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",406682,right,A. Lookman,null,Ademola Lookman,Ademola Lookman,Ademola Lookman,ng NGA,"MF,FW",RB Leipzig,19.0,1997.0,6.4,173.0,232.0,74.6,2427.0,758.0,108.0,135.0,80.0,49.0,63.0,77.8,9.0,16.0,56.3,3,2.5,1.8,0.5,17.0,21.0,6.0,0.0,23.0,5.0,,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,7.0,2.0,0.0,Matches,232.0,217.0,14.0,4.0,1.0,1.0,10.0,3.0,5.0,3.0,2.0,0.0,173.0,1.0,13.0,1,0,0.0,12,14.0,1.0,10.0,2.0,4.0,0.0,0.0,0.0,33.0,1.0,5.0,16.7
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",74,Amadou,,Diawara,3187,1997-07-17,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",374013,right,A. Diawara,null,Amadou Diawara,Amadou Diawara,Amadou Diawara,gn GUI,MF,Napoli,20.0,1997.0,7.3,681.0,739.0,92.2,9974.0,2341.0,395.0,413.0,95.6,229.0,247.0,92.7,30.0,46.0,65.2,0,0.2,0.5,-0.2,5.0,57.0,6.0,0.0,51.0,11.0,14.3,3.0,7.0,1.0,1.0,7.0,6.0,12.0,2.0,10.0,9.0,20.0,5.0,0.0,Matches,739.0,716.0,23.0,23.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,681.0,0.0,3.0,1,0,0.0,12,4.0,0.0,5.0,9.0,9.0,0.0,0.0,0.0,65.0,2.0,4.0,33.3
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,Quentin,,Boisgard,3780,1997-03-17,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",374118,right,Q. Boisgard,null,Quentin Boisgard,Quentin Boisgard,Quentin Boisgard,fr FRA,MF,Toulouse,20.0,1997.0,2.0,55.0,87.0,63.2,732.0,238.0,33.0,43.0,76.7,13.0,22.0,59.1,4.0,7.0,57.1,0,0.1,0.1,-0.1,2.0,9.0,2.0,0.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,Matches,87.0,84.0,3.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,1.0,0.0,55.0,0.0,7.0,1,0,0.0,4,3.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,5.0,44.4
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",78,Nabil,,Bentaleb,2449,1994-11-24,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",144766,left,N. Bentaleb,null,Nabil Bentaleb,Nabil Bentaleb,Nabil Bentaleb,dz ALG,MF,Schalke 04,22.0,1994.0,11.2,432.0,533.0,81.1,8065.0,1655.0,172.0,196.0,87.8,207.0,240.0,86.3,46.0,81.0,56.8,3,0.6,0.5,2.4,9.0,32.0,3.0,1.0,43.0,25.0,34.8,7.0,17.0,1.0,8.0,23.0,15.0,18.0,6.0,12.0,23.0,48.0,27.0,2.0,Matches,533.0,517.0,14.0,13.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,432.0,2.0,9.0,3,1,0.0,25,6.0,1.0,4.0,23.0,22.0,0.0,0.0,0.0,86.0,12.0,5.0,70.6
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",75,K\u00e9vin,,Malcuit,3776,1991-07-31,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",144867,right,K. Malcuit,null,Kévin Malcuit,Kévin Malcuit,Kévin Malcuit,ma MAR,DF,Lille,26.0,1991.0,20.2,944.0,1200.0,78.7,14167.0,5915.0,540.0,609.0,88.7,301.0,376.0,80.1,60.0,128.0,46.9,6,3.5,3.4,2.5,25.0,71.0,20.0,12.0,110.0,51.0,68.0,31.0,16.0,4.0,17.0,25.0,8.0,13.0,5.0,8.0,38.0,89.0,47.0,0.0,Matches,1200.0,1021.0,177.0,24.0,1.0,6.0,67.0,153.0,0.0,0.0,0.0,0.0,944.0,2.0,37.0,2,0,0.0,12,32.0,5.0,67.0,38.0,37.0,1.0,0.0,1.0,147.0,13.0,12.0,52.0
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",88,Christopher,,Jullien,3780,1993-03-22,196,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",144884,right,C. Jullien,null,Christopher Jullien,Christopher Jullien,Christopher Jullien,fr FRA,DF,Toulouse,24.0,1993.0,28.9,983.0,1248.0,78.8,22850.0,10072.0,240.0,275.0,87.3,519.0,595.0,87.2,220.0,354.0,62.1,2,0.7,0.7,1.3,9.0,88.0,5.0,1.0,103.0,36.0,46.9,27.0,9.0,0.0,15.0,32.0,17.0,29.0,19.0,10.0,40.0,76.0,182.0,5.0,Matches,1248.0,1191.0,52.0,48.0,0.0,29.0,2.0,4.0,0.0,0.0,0.0,0.0,983.0,5.0,5.0,7,0,0.0,31,7.0,1.0,2.0,40.0,25.0,0.0,0.0,0.0,138.0,124.0,40.0,75.6
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",73,Ludovic,,Blas,3785,1997-12-31,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",340920,left,L. Blas,null,Ludovic Blas,Ludovic Blas,Ludovic Blas,fr FRA,MF,Guingamp,19.0,1997.0,19.9,829.0,975.0,85.0,14653.0,3717.0,377.0,413.0,91.3,316.0,355.0,89.0,102.0,142.0,71.8,2,1.5,1.2,0.5,18.0,80.0,11.0,2.0,128.0,23.0,19.4,10.0,12.0,1.0,7.0,36.0,29.0,15.0,3.0,12.0,19.0,42.0,9.0,1.0,Matches,975.0,949.0,20.0,11.0,1.0,11.0,7.0,4.0,2.0,1.0,0.0,0.0,829.0,6.0,16.0,3,1,1.0,28,33.0,4.0,7.0,19.0,14.0,0.0,0.0,0.0,127.0,19.0,33.0,36.5
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",81,Caleb,,Stanko,2453,1993-07-26,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",145030,right,C. Stanko,null,Caleb Stanko,Caleb Stanko,Caleb Stanko,us USA,DF,Freiburg,24.0,1993.0,2.1,103.0,130.0,79.2,2001.0,640.0,35.0,43.0,81.4,61.0,68.0,89.7,7.0,16.0,43.8,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,2.0,50.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,3.0,8.0,0.0,Matches,130.0,128.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,5.0,0,0,0.0,3,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,14.0,3.0,7.0,30.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,"FW,MF",Nice,20.0,1997.0,25.0,674.0,918.0,73.4,10752.0,2368.0,381.0,464.0,82.1,232.0,310.0,74.8,44.0,75.0,58.7,7,4.9,5.3,2.1,46.0,24.0,38.0,10.0,85.0,18.0,42.9,13.0,2.0,3.0,12.0,28.0,16.0,12.0,1.0,11.0,11.0,29.0,10.0,0.0,Matches,918.0,900.0,9.0,0.0,1.0,22.0,70.0,7.0,2.0,0.0,2.0,0.0,674.0,9.0,38.0,1,0,0.0,9,39.0,5.0,70.0,11.0,14.0,2.0,0.0,0.0,110.0,10.0,15.0,40.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,"FW,MF",Nice,20.0,1997.0,25.0,674.0,918.0,73.4,10752.0,2368.0,381.0,464.0,82.1,232.0,310.0,74.8,44.0,75.0,58.7,7,4.9,5.3,2.1,46.0,24.0,38.0,10.0,85.0,18.0,42.9,13.0,2.0,3.0,12.0,28.0,16.0,12.0,1.0,11.0,11.0,29.0,10.0,0.0,Matches,918.0,900.0,9.0,0.0,1.0,22.0,70.0,7.0,2.0,0.0,2.0,0.0,674.0,9.0,38.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,"FW,MF",Nice,20.0,1997.0,25.0,674.0,918.0,73.4,10752.0,2368.0,381.0,464.0,82.1,232.0,310.0,74.8,44.0,75.0,58.7,7,4.9,5.3,2.1,46.0,24.0,38.0,10.0,85.0,18.0,42.9,13.0,2.0,3.0,12.0,28.0,16.0,12.0,1.0,11.0,11.0,29.0,10.0,0.0,Matches,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0,0.0,9,39.0,5.0,70.0,11.0,14.0,2.0,0.0,0.0,110.0,10.0,15.0,40.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,"FW,MF",Nice,20.0,1997.0,25.0,674.0,918.0,73.4,10752.0,2368.0,381.0,464.0,82.1,232.0,310.0,74.8,44.0,75.0,58.7,7,4.9,5.3,2.1,46.0,24.0,38.0,10.0,85.0,18.0,42.9,13.0,2.0,3.0,12.0,28.0,16.0,12.0,1.0,11.0,11.0,29.0,10.0,0.0,Matches,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,"FW,MF",Nice,20.0,1997.0,25.0,674.0,918.0,73.4,10752.0,2368.0,381.0,464.0,82.1,232.0,310.0,74.8,44.0,75.0,58.7,7,4.9,5.3,2.1,46.0,24.0,38.0,10.0,85.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,918.0,900.0,9.0,0.0,1.0,22.0,70.0,7.0,2.0,0.0,2.0,0.0,674.0,9.0,38.0,1,0,0.0,9,39.0,5.0,70.0,11.0,14.0,2.0,0.0,0.0,110.0,10.0,15.0,40.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,"FW,MF",Nice,20.0,1997.0,25.0,674.0,918.0,73.4,10752.0,2368.0,381.0,464.0,82.1,232.0,310.0,74.8,44.0,75.0,58.7,7,4.9,5.3,2.1,46.0,24.0,38.0,10.0,85.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,918.0,900.0,9.0,0.0,1.0,22.0,70.0,7.0,2.0,0.0,2.0,0.0,674.0,9.0,38.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,"FW,MF",Nice,20.0,1997.0,25.0,674.0,918.0,73.4,10752.0,2368.0,381.0,464.0,82.1,232.0,310.0,74.8,44.0,75.0,58.7,7,4.9,5.3,2.1,46.0,24.0,38.0,10.0,85.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0,0.0,9,39.0,5.0,70.0,11.0,14.0,2.0,0.0,0.0,110.0,10.0,15.0,40.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,"FW,MF",Nice,20.0,1997.0,25.0,674.0,918.0,73.4,10752.0,2368.0,381.0,464.0,82.1,232.0,310.0,74.8,44.0,75.0,58.7,7,4.9,5.3,2.1,46.0,24.0,38.0,10.0,85.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,MF,Monaco,20.0,1997.0,0.2,3.0,4.0,75.0,49.0,13.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.3,0.1,-0.3,1.0,0.0,1.0,1.0,0.0,18.0,42.9,13.0,2.0,3.0,12.0,28.0,16.0,12.0,1.0,11.0,11.0,29.0,10.0,0.0,Matches,918.0,900.0,9.0,0.0,1.0,22.0,70.0,7.0,2.0,0.0,2.0,0.0,674.0,9.0,38.0,1,0,0.0,9,39.0,5.0,70.0,11.0,14.0,2.0,0.0,0.0,110.0,10.0,15.0,40.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,MF,Monaco,20.0,1997.0,0.2,3.0,4.0,75.0,49.0,13.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.3,0.1,-0.3,1.0,0.0,1.0,1.0,0.0,18.0,42.9,13.0,2.0,3.0,12.0,28.0,16.0,12.0,1.0,11.0,11.0,29.0,10.0,0.0,Matches,918.0,900.0,9.0,0.0,1.0,22.0,70.0,7.0,2.0,0.0,2.0,0.0,674.0,9.0,38.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,MF,Monaco,20.0,1997.0,0.2,3.0,4.0,75.0,49.0,13.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.3,0.1,-0.3,1.0,0.0,1.0,1.0,0.0,18.0,42.9,13.0,2.0,3.0,12.0,28.0,16.0,12.0,1.0,11.0,11.0,29.0,10.0,0.0,Matches,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0,0.0,9,39.0,5.0,70.0,11.0,14.0,2.0,0.0,0.0,110.0,10.0,15.0,40.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,MF,Monaco,20.0,1997.0,0.2,3.0,4.0,75.0,49.0,13.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.3,0.1,-0.3,1.0,0.0,1.0,1.0,0.0,18.0,42.9,13.0,2.0,3.0,12.0,28.0,16.0,12.0,1.0,11.0,11.0,29.0,10.0,0.0,Matches,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,MF,Monaco,20.0,1997.0,0.2,3.0,4.0,75.0,49.0,13.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.3,0.1,-0.3,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,918.0,900.0,9.0,0.0,1.0,22.0,70.0,7.0,2.0,0.0,2.0,0.0,674.0,9.0,38.0,1,0,0.0,9,39.0,5.0,70.0,11.0,14.0,2.0,0.0,0.0,110.0,10.0,15.0,40.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,MF,Monaco,20.0,1997.0,0.2,3.0,4.0,75.0,49.0,13.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.3,0.1,-0.3,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,918.0,900.0,9.0,0.0,1.0,22.0,70.0,7.0,2.0,0.0,2.0,0.0,674.0,9.0,38.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,MF,Monaco,20.0,1997.0,0.2,3.0,4.0,75.0,49.0,13.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.3,0.1,-0.3,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0,0.0,9,39.0,5.0,70.0,11.0,14.0,2.0,0.0,0.0,110.0,10.0,15.0,40.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,fr FRA,MF,Monaco,20.0,1997.0,0.2,3.0,4.0,75.0,49.0,13.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.3,0.1,-0.3,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Luca,,Crosta,3173,1998-02-23,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",472938,right,L. Crosta,null,Luca Crosta,Luca Crosta,Luca Crosta,it ITA,GK,Cagliari,19.0,1998.0,1.0,12.0,23.0,52.2,351.0,253.0,1.0,1.0,100.0,5.0,6.0,83.3,6.0,15.0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,23.0,10.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
